id,MyName,LikeMovie,Gender,Age,Story,Entertainment,Effect,Cast,Q2_word,district1,district2
65ddebacfc13ae1d74cd392a,Stormie,YES,Male,21-40,5,1,2,5,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd392b,Jackelyn,YES,Male,41-60,1,5,2,3,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd392c,Basilio,YES,Male,< 20,5,4,2,5,,NT,HK-TM_Tusen Mun
65ddebacfc13ae1d74cd392d,Lee,YES,Male,21-40,5,1,3,3,,NT,HK-TP_Tai Po
65ddebacfc13ae1d74cd392e,Paolo,YES,Male,21-40,4,3,4,4,,KLN,HK-YT_Yau Tsim Mong
65ddebacfc13ae1d74cd392f,Katee,YES,Female,> 60,1,4,4,1,,KLN,HK-SS_Sham Shui Po
65ddebacfc13ae1d74cd3930,Gert,YES,Male,< 20,1,2,2,2,,HK,HK-NO_North
65ddebacfc13ae1d74cd3931,Trefor,YES,Male,41-60,1,3,1,1,,NT,HK-YL_Yuen Long
65ddebacfc13ae1d74cd3932,Christoforo,NO,Male,21-40,4,2,4,3,,NT,HK-TW_Tsun Wan
65ddebacfc13ae1d74cd3933,Danette,YES,Male,< 20,4,2,1,2,,HK,HK-NO_North
65ddebadfc13ae1d74cd3934,Kerstin,YES,Female,< 20,3,1,5,4,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd3935,Nikolai,YES,Male,41-60,2,5,3,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd3936,Harold,NO,Male,21-40,1,2,2,2,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd3937,Jacqueline,YES,Female,< 20,1,4,4,5,,NT,HK-ST_Sha Tin
65ddebadfc13ae1d74cd3938,Paton,YES,Female,21-40,5,5,5,3,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd3939,Earlie,YES,Male,< 20,5,5,3,4,,KLN,HK-KU_Kwun Tong
65ddebadfc13ae1d74cd393a,Mechelle,NO,Male,> 60,3,4,4,1,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd393b,Elyssa,YES,Female,< 20,2,1,5,4,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd393c,Morganica,YES,Female,> 60,5,4,5,2,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd393d,Wyn,YES,Male,> 60,1,3,3,5,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd393e,Ring,YES,Female,21-40,4,4,3,3,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd393f,Yoshi,YES,Male,21-40,2,2,5,2,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3940,Wit,YES,Female,< 20,5,5,1,1,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3941,Gwendolen,YES,Female,21-40,5,1,3,4,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd3942,Lindsay,YES,Male,< 20,1,4,4,4,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd3943,Cecilla,YES,Male,41-60,4,3,3,2,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd3944,Lisette,YES,Male,< 20,5,5,5,4,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3945,Edith,YES,Female,21-40,3,1,3,3,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd3946,Clarie,YES,Male,21-40,3,2,5,1,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd3947,Tannie,YES,Female,< 20,2,4,4,1,,HK,HK-KI_Kwai Tsing
65ddebadfc13ae1d74cd3948,Berky,YES,Female,21-40,4,2,1,2,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd3949,Iseabal,YES,Male,21-40,3,2,2,5,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd394a,Dev,YES,Male,< 20,4,3,5,1,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd394b,Paddy,YES,Male,< 20,3,3,2,5,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd394c,Georgiana,YES,Male,21-40,3,3,1,4,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd394d,Britt,NO,Male,21-40,3,1,2,2,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd394e,Brendan,YES,Female,21-40,3,3,2,3,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd394f,Fey,YES,Female,< 20,3,5,3,2,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd3950,Christiana,YES,Male,21-40,2,3,3,3,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd3951,Stephannie,YES,Female,21-40,1,3,1,2,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd3952,Coral,NO,Female,41-60,2,5,1,2,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3953,Franny,YES,Male,41-60,4,3,4,5,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd3954,Gottfried,YES,Male,< 20,4,1,5,1,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd3955,Maddie,YES,Female,< 20,5,5,5,4,,NT,HK-ST_Sha Tin
65ddebadfc13ae1d74cd3956,Oren,NO,Male,41-60,1,4,4,2,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd3957,Myrtia,YES,Female,41-60,2,3,5,3,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd3958,Alfreda,YES,Male,< 20,4,4,2,3,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd3959,Karna,YES,Female,21-40,4,2,4,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd395a,Pris,YES,Male,21-40,1,4,1,3,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd395b,Melli,YES,Female,< 20,2,3,5,2,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd395c,Rik,YES,Male,< 20,1,1,5,5,,NT,HK-IS_Island
65ddebadfc13ae1d74cd395d,Vania,NO,Male,< 20,4,5,5,4,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd395e,Lemar,YES,Female,> 60,3,1,3,1,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd395f,Pris,YES,Male,< 20,1,4,2,3,,NT,HK-ST_Sha Tin
65ddebadfc13ae1d74cd3960,Luther,YES,Male,< 20,1,3,1,4,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd3961,Tabbie,YES,Female,21-40,2,2,1,5,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd3962,Jessa,YES,Male,< 20,5,5,2,3,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3963,Rhona,YES,Female,21-40,1,2,4,4,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd3964,Jacklin,YES,Female,< 20,5,2,4,3,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd3965,Allan,NO,Male,21-40,3,5,1,4,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd3966,Kennith,YES,Female,21-40,5,2,1,4,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd3967,Joel,YES,Female,< 20,2,4,5,2,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd3968,Reese,YES,Female,21-40,5,5,5,5,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd3969,Myer,YES,Male,< 20,2,3,4,5,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd396a,Olia,YES,Male,< 20,4,1,4,1,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd396b,Brooke,NO,Male,< 20,3,3,4,1,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd396c,Lars,YES,Female,< 20,5,1,1,3,,NT,HK-IS_Island
65ddebadfc13ae1d74cd396d,Dov,YES,Male,41-60,3,2,4,1,,NT,HK-ST_Sha Tin
65ddebadfc13ae1d74cd396e,Inness,YES,Female,41-60,5,4,2,2,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd396f,Stavro,YES,Male,< 20,3,5,1,3,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd3970,Kesley,YES,Female,< 20,1,2,3,1,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd3971,Taddeusz,YES,Female,21-40,2,4,5,4,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd3972,Ninnetta,YES,Female,< 20,2,5,5,2,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd3973,Archaimbaud,YES,Female,< 20,2,5,1,3,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3974,Virge,YES,Female,41-60,4,2,2,4,,HK,HK-KI_Kwai Tsing
65ddebadfc13ae1d74cd3975,Arney,NO,Male,> 60,4,2,2,2,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd3976,Garrek,YES,Female,< 20,4,5,1,1,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd3977,Adriana,YES,Female,41-60,3,4,1,3,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd3978,Zelma,YES,Male,< 20,4,4,3,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3979,Annemarie,YES,Male,21-40,5,4,3,1,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd397a,Reuben,YES,Male,41-60,4,1,3,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd397b,Elberta,YES,Male,41-60,2,1,2,3,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd397c,Lamar,YES,Male,< 20,3,4,1,5,,KLN,HK-KU_Kwun Tong
65ddebadfc13ae1d74cd397d,Gates,YES,Female,< 20,3,4,3,5,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd397e,Sol,YES,Male,< 20,5,4,3,4,,HK,HK-NO_North
65ddebadfc13ae1d74cd397f,Olga,YES,Female,21-40,3,3,1,4,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd3980,Thurston,YES,Male,< 20,1,4,2,4,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd3981,Vernon,YES,Female,< 20,1,5,1,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3982,Kirstyn,YES,Male,21-40,5,2,5,4,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd3983,Dominica,YES,Male,21-40,5,5,2,1,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd3984,Barbi,YES,Female,< 20,1,5,5,3,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd3985,Gradeigh,YES,Male,> 60,4,3,1,4,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd3986,Major,YES,Male,21-40,3,1,1,4,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd3987,Ninette,YES,Female,< 20,3,4,5,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd3988,Haleigh,YES,Male,< 20,1,4,1,3,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd3989,Joceline,YES,Male,41-60,1,1,2,3,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd398a,Astra,YES,Male,21-40,4,2,4,3,,KLN,HK-KU_Kwun Tong
65ddebadfc13ae1d74cd398b,Esmeralda,YES,Female,21-40,3,4,5,2,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd398c,Solomon,YES,Male,> 60,3,5,4,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd398d,Amble,YES,Female,41-60,4,2,1,1,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd398e,Dennis,YES,Female,41-60,2,4,4,5,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd398f,Barry,YES,Female,41-60,5,3,3,3,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd3990,Bealle,YES,Male,21-40,1,3,1,5,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd3991,Kata,YES,Male,21-40,1,3,3,2,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd3992,Fabian,YES,Male,< 20,5,5,2,3,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd3993,Ricky,YES,Male,21-40,4,5,5,1,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd3994,Daloris,YES,Male,21-40,1,4,5,1,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd3995,Bailie,YES,Male,< 20,2,2,5,5,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd3996,Agathe,YES,Male,< 20,1,4,5,5,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd3997,Brad,YES,Female,< 20,2,2,2,1,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd3998,Enos,YES,Female,< 20,4,5,4,5,,HK,HK-KI_Kwai Tsing
65ddebadfc13ae1d74cd3999,Dorie,YES,Female,41-60,3,5,3,5,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd399a,Sybila,NO,Female,21-40,1,5,4,1,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd399b,Rory,YES,Female,21-40,3,3,4,1,,NT,HK-ST_Sha Tin
65ddebadfc13ae1d74cd399c,Jeannette,YES,Male,< 20,5,3,3,1,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd399d,Cayla,YES,Female,< 20,5,1,2,4,,HK,HK-NO_North
65ddebadfc13ae1d74cd399e,Calida,YES,Male,< 20,3,4,4,3,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd399f,Lonni,YES,Male,21-40,3,5,5,2,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd39a0,Jimmy,NO,Female,21-40,1,3,4,4,,HK,HK-NO_North
65ddebadfc13ae1d74cd39a1,Marcile,YES,Female,41-60,1,5,4,1,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd39a2,Armin,YES,Female,< 20,1,5,2,2,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd39a3,Rice,YES,Female,< 20,1,1,1,2,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd39a4,Danika,YES,Male,< 20,1,1,5,5,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd39a5,Garik,YES,Female,41-60,4,3,5,2,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd39a6,Luella,NO,Male,< 20,5,4,3,4,,NT,HK-IS_Island
65ddebadfc13ae1d74cd39a7,Caldwell,YES,Female,< 20,1,3,4,5,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd39a8,Cyrille,YES,Male,< 20,4,3,3,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd39a9,Normy,YES,Male,41-60,5,1,5,3,,HK,HK-NO_North
65ddebadfc13ae1d74cd39aa,Chadwick,YES,Male,> 60,4,2,1,2,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd39ab,Agosto,YES,Male,21-40,3,5,4,1,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39ac,Luz,YES,Male,< 20,2,1,5,4,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd39ad,Em,YES,Female,< 20,1,5,1,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd39ae,Clemens,YES,Female,21-40,4,4,5,3,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd39af,Rosy,YES,Female,> 60,4,4,2,5,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd39b0,Erin,YES,Female,< 20,2,1,1,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd39b1,Ailbert,YES,Male,21-40,4,3,3,2,,HK,HK-KI_Kwai Tsing
65ddebadfc13ae1d74cd39b2,Ginevra,YES,Male,< 20,3,1,1,3,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd39b3,Faydra,YES,Male,21-40,3,1,2,5,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd39b4,Gale,NO,Female,41-60,5,4,5,4,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd39b5,Margaretha,YES,Male,< 20,3,3,3,4,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd39b6,Barby,YES,Female,> 60,2,3,5,2,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39b7,Tracey,YES,Female,41-60,3,3,5,1,,HK,HK-KI_Kwai Tsing
65ddebadfc13ae1d74cd39b8,Eleen,YES,Male,> 60,4,2,4,3,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd39b9,Dolorita,YES,Female,< 20,2,4,3,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd39ba,Omar,YES,Male,< 20,5,1,4,3,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd39bb,Brose,YES,Male,< 20,2,2,1,1,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd39bc,Winny,YES,Male,41-60,1,5,1,5,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd39bd,Frederica,YES,Female,21-40,5,1,3,2,,KLN,HK-KU_Kwun Tong
65ddebadfc13ae1d74cd39be,Valerie,YES,Male,21-40,3,1,1,2,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd39bf,Odette,YES,Female,21-40,4,5,4,2,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd39c0,Nertie,YES,Male,< 20,4,5,3,3,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39c1,Jayne,YES,Male,21-40,2,5,3,4,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd39c2,Willette,YES,Male,41-60,5,4,1,3,,NT,HK-IS_Island
65ddebadfc13ae1d74cd39c3,Anselm,NO,Male,< 20,4,3,4,3,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd39c4,Julie,YES,Male,> 60,3,1,3,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd39c5,Melitta,YES,Male,21-40,4,3,4,5,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39c6,Aldo,YES,Female,21-40,1,3,2,5,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd39c7,Veriee,YES,Female,< 20,1,3,2,5,,KLN,HK-SS_Sham Shui Po
65ddebadfc13ae1d74cd39c8,Guilbert,YES,Female,> 60,5,4,4,4,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39c9,Roxanne,YES,Male,< 20,3,5,4,5,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39ca,Keelia,YES,Male,41-60,4,3,5,2,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd39cb,Freddi,YES,Male,< 20,4,4,5,2,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd39cc,Jasun,NO,Male,< 20,2,4,5,5,,KLN,HK-KU_Kwun Tong
65ddebadfc13ae1d74cd39cd,Ramon,YES,Female,< 20,2,1,5,5,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd39ce,Nananne,YES,Male,21-40,5,1,2,4,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd39cf,Alphard,YES,Female,41-60,4,1,2,1,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd39d0,Noby,YES,Female,41-60,1,2,1,4,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd39d1,Rosalinda,YES,Male,< 20,3,1,5,1,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd39d2,Kelby,YES,Female,< 20,2,5,1,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd39d3,Cilka,YES,Female,< 20,2,2,3,1,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39d4,Seth,YES,Male,21-40,1,4,3,4,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd39d5,Onfre,YES,Female,< 20,1,4,2,3,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd39d6,Garland,YES,Female,41-60,3,3,3,4,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd39d7,Crosby,YES,Male,< 20,5,1,3,5,,NT,HK-IS_Island
65ddebadfc13ae1d74cd39d8,Rivy,YES,Male,21-40,2,4,3,1,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd39d9,Noreen,NO,Male,< 20,2,2,4,2,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd39da,Breena,YES,Female,41-60,5,3,2,5,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd39db,Viv,YES,Male,21-40,4,5,1,4,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd39dc,Moe,YES,Male,41-60,1,5,3,3,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39dd,Egbert,YES,Male,< 20,1,2,3,4,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd39de,Elfrida,YES,Male,41-60,1,4,3,5,,NT,HK-IS_Island
65ddebadfc13ae1d74cd39df,Inglebert,YES,Female,21-40,2,5,4,2,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd39e0,Irene,YES,Male,> 60,2,4,4,5,,KLN,HK-KU_Kwun Tong
65ddebadfc13ae1d74cd39e1,Violante,YES,Male,< 20,3,1,2,3,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd39e2,Lamond,YES,Male,< 20,3,5,5,1,,HK,HK-NO_North
65ddebadfc13ae1d74cd39e3,Baxie,YES,Male,21-40,1,3,3,5,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd39e4,Consuelo,NO,Male,41-60,2,1,4,5,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd39e5,Boot,YES,Male,< 20,3,1,3,4,,HK,HK-NO_North
65ddebadfc13ae1d74cd39e6,Nathalie,YES,Female,21-40,5,3,5,3,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd39e7,Pris,YES,Male,< 20,4,4,2,3,,HK,HK-KI_Kwai Tsing
65ddebadfc13ae1d74cd39e8,Izak,YES,Female,21-40,4,3,5,5,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd39e9,Borden,YES,Male,41-60,2,3,5,1,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd39ea,Murdoch,YES,Female,21-40,5,5,4,4,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd39eb,Ainslee,YES,Male,< 20,4,4,5,4,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd39ec,Filberte,YES,Male,< 20,4,4,5,5,,NT,HK-ST_Sha Tin
65ddebadfc13ae1d74cd39ed,Laney,YES,Male,21-40,4,5,2,2,,KLN,HK-KU_Kwun Tong
65ddebadfc13ae1d74cd39ee,Barclay,YES,Female,21-40,4,1,2,3,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd39ef,Kingsley,NO,Male,41-60,2,3,5,2,,HK,HK-NO_North
65ddebadfc13ae1d74cd39f0,Bianka,YES,Female,21-40,4,2,5,3,,NT,HK-ST_Sha Tin
65ddebadfc13ae1d74cd39f1,Darda,YES,Female,< 20,5,4,5,1,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd39f2,Rey,YES,Male,41-60,5,4,4,1,,NT,HK-IS_Island
65ddebadfc13ae1d74cd39f3,Tuckie,YES,Male,21-40,5,3,3,1,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd39f4,Andra,YES,Male,< 20,3,2,5,3,,HK,HK-NO_North
65ddebadfc13ae1d74cd39f5,Randene,YES,Male,> 60,2,3,5,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd39f6,Monty,YES,Female,21-40,2,5,2,4,,NT,HK-IS_Island
65ddebadfc13ae1d74cd39f7,Reidar,YES,Male,21-40,4,3,2,2,,NT,HK-ST_Sha Tin
65ddebadfc13ae1d74cd39f8,Latrina,YES,Female,< 20,3,2,3,3,,NT,HK-YL_Yuen Long
65ddebadfc13ae1d74cd39f9,Lidia,YES,Male,< 20,5,3,5,1,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd39fa,Herculie,YES,Male,< 20,5,4,3,4,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd39fb,Alwyn,YES,Female,> 60,1,3,5,2,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd39fc,Frederic,YES,Female,< 20,3,2,3,1,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd39fd,Brennan,NO,Male,41-60,5,1,2,2,,HK,HK-NO_North
65ddebadfc13ae1d74cd39fe,Luelle,YES,Male,< 20,1,5,2,2,,HK,HK-EA_Eastern
65ddebadfc13ae1d74cd39ff,Domenico,YES,Male,21-40,5,3,3,1,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd3a00,Zita,YES,Male,21-40,4,1,5,4,,KLN,HK-KU_Kwun Tong
65ddebadfc13ae1d74cd3a01,Bearnard,YES,Female,21-40,1,3,2,2,,KLN,HK-YT_Yau Tsim Mong
65ddebadfc13ae1d74cd3a02,Pauli,YES,Female,21-40,1,1,1,4,,KLN,HK-KC_Kowloon City
65ddebadfc13ae1d74cd3a03,Lona,YES,Male,21-40,2,1,1,2,,NT,HK-SK_Sai Kung
65ddebadfc13ae1d74cd3a04,Colet,NO,Male,< 20,2,1,2,1,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd3a05,Siward,YES,Female,< 20,2,5,5,3,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd3a06,Kyrstin,YES,Female,21-40,2,5,2,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3a07,Gottfried,YES,Female,21-40,5,3,1,4,,NT,HK-TW_Tsun Wan
65ddebadfc13ae1d74cd3a08,Diandra,YES,Male,< 20,3,5,4,4,,HK,HK-CW_Central and Western
65ddebadfc13ae1d74cd3a09,Shermy,YES,Female,< 20,4,4,1,2,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd3a0a,Scotti,YES,Male,21-40,5,5,5,1,,HK,HK-WC_Wan Chai
65ddebadfc13ae1d74cd3a0b,Arturo,YES,Male,< 20,4,4,3,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3a0c,Grete,YES,Female,< 20,5,1,1,2,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd3a0d,Arni,YES,Male,21-40,1,5,5,2,,NT,HK-TP_Tai Po
65ddebadfc13ae1d74cd3a0e,Malena,YES,Male,< 20,1,5,4,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3a0f,Rosamond,YES,Male,21-40,5,4,2,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3a10,Jeramie,YES,Male,< 20,2,2,5,5,,HK,HK-KI_Kwai Tsing
65ddebadfc13ae1d74cd3a11,Kalle,YES,Male,< 20,3,1,5,5,,KLN,HK-WT_Wong Tai Sin
65ddebadfc13ae1d74cd3a12,Clemmy,YES,Male,21-40,1,3,3,1,,NT,HK-TM_Tusen Mun
65ddebadfc13ae1d74cd3a13,Neville,YES,Male,21-40,2,4,1,4,,HK,HK-NO_North
65ddebadfc13ae1d74cd3a14,Husein,YES,Male,21-40,1,5,5,3,,HK,HK-SO_Southern
65ddebadfc13ae1d74cd3a15,Margaretta,YES,Male,21-40,1,3,3,2,,NT,HK-IS_Island
65ddebadfc13ae1d74cd3a16,Prudence,YES,Female,< 20,2,2,4,5,,KLN,HK-WT_Wong Tai Sin
